date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
22:07:22	6667/6667	---M--	200	added ('OK')	image/jpeg	etag:%2263ed70d4-1a0b%22	https://wallet.appredelegation.com/support/assets/images/Flare%20Wallet.jpg	C:/My%20Web%20Sites/Apred%20Support/wallet.appredelegation.com/support/assets/images/Flare%20Wallet.jpg	(from https://wallet.appredelegation.com/support/wallets.html)
22:07:23	12007/12007	---M--	200	added ('OK')	image/jpeg	etag:%2263ed70d4-2ee7%22	https://wallet.appredelegation.com/support/assets/images/GridPlus.jpg	C:/My%20Web%20Sites/Apred%20Support/wallet.appredelegation.com/support/assets/images/GridPlus.jpg	(from https://wallet.appredelegation.com/support/wallets.html)
22:07:24	8032/8032	---M--	200	added ('OK')	image/jpeg	etag:%2263ed70d4-1f60%22	https://wallet.appredelegation.com/support/assets/images/Guarda%20Wallet.jpg	C:/My%20Web%20Sites/Apred%20Support/wallet.appredelegation.com/support/assets/images/Guarda%20Wallet.jpg	(from https://wallet.appredelegation.com/support/wallets.html)
22:07:25	9614/9614	---M--	200	added ('OK')	image/jpeg	etag:%2263ed70d4-258e%22	https://wallet.appredelegation.com/support/assets/images/HaskKey%20Me.jpg	C:/My%20Web%20Sites/Apred%20Support/wallet.appredelegation.com/support/assets/images/HaskKey%20Me.jpg	(from https://wallet.appredelegation.com/support/wallets.html)
22:07:26	8163/8163	---M--	200	added ('OK')	image/jpeg	etag:%2263ed70d4-1fe3%22	https://wallet.appredelegation.com/support/assets/images/Huobi%20Wallet.jpg	C:/My%20Web%20Sites/Apred%20Support/wallet.appredelegation.com/support/assets/images/Huobi%20Wallet.jpg	(from https://wallet.appredelegation.com/support/wallets.html)
22:07:26	7423/7423	---M--	200	added ('OK')	image/jpeg	etag:%2263ed70d4-1cff%22	https://wallet.appredelegation.com/support/assets/images/imToken.jpg	C:/My%20Web%20Sites/Apred%20Support/wallet.appredelegation.com/support/assets/images/imToken.jpg	(from https://wallet.appredelegation.com/support/wallets.html)
22:07:27	9672/9672	---M--	200	added ('OK')	image/jpeg	etag:%2263ed70d4-25c8%22	https://wallet.appredelegation.com/support/assets/images/Infinito.jpg	C:/My%20Web%20Sites/Apred%20Support/wallet.appredelegation.com/support/assets/images/Infinito.jpg	(from https://wallet.appredelegation.com/support/wallets.html)
22:07:29	12971/12971	---M--	200	added ('OK')	image/jpeg	etag:%2263ed70d4-32ab%22	https://wallet.appredelegation.com/support/assets/images/Infinity%20Wallet.jpg	C:/My%20Web%20Sites/Apred%20Support/wallet.appredelegation.com/support/assets/images/Infinity%20Wallet.jpg	(from https://wallet.appredelegation.com/support/wallets.html)
22:07:30	10969/10969	---M--	200	added ('OK')	image/jpeg	etag:%2263ed70d4-2ad9%22	https://wallet.appredelegation.com/support/assets/images/Jade%20Wallet.jpg	C:/My%20Web%20Sites/Apred%20Support/wallet.appredelegation.com/support/assets/images/Jade%20Wallet.jpg	(from https://wallet.appredelegation.com/support/wallets.html)
22:07:31	9425/9425	---M--	200	added ('OK')	image/jpeg	etag:%2263ed70d4-24d1%22	https://wallet.appredelegation.com/support/assets/images/KEYRING%20PRO.jpg	C:/My%20Web%20Sites/Apred%20Support/wallet.appredelegation.com/support/assets/images/KEYRING%20PRO.jpg	(from https://wallet.appredelegation.com/support/wallets.html)
22:07:32	9463/9463	---M--	200	added ('OK')	image/jpeg	etag:%2263ed70d4-24f7%22	https://wallet.appredelegation.com/support/assets/images/KyberSwap.jpg	C:/My%20Web%20Sites/Apred%20Support/wallet.appredelegation.com/support/assets/images/KyberSwap.jpg	(from https://wallet.appredelegation.com/support/wallets.html)
22:07:32	7139/7139	---M--	200	added ('OK')	image/jpeg	etag:%2263ed70d4-1be3%22	https://wallet.appredelegation.com/support/assets/images/Ledger%20Live.jpg	C:/My%20Web%20Sites/Apred%20Support/wallet.appredelegation.com/support/assets/images/Ledger%20Live.jpg	(from https://wallet.appredelegation.com/support/wallets.html)
22:07:33	5965/5965	---M--	200	added ('OK')	image/jpeg	etag:%2263ed70d4-174d%22	https://wallet.appredelegation.com/support/assets/images/Loopring%20Wallet.jpg	C:/My%20Web%20Sites/Apred%20Support/wallet.appredelegation.com/support/assets/images/Loopring%20Wallet.jpg	(from https://wallet.appredelegation.com/support/wallets.html)
22:07:34	13353/13353	---M--	200	added ('OK')	image/jpeg	etag:%2263ed70d4-3429%22	https://wallet.appredelegation.com/support/assets/images/MathWallet.jpg	C:/My%20Web%20Sites/Apred%20Support/wallet.appredelegation.com/support/assets/images/MathWallet.jpg	(from https://wallet.appredelegation.com/support/wallets.html)
22:07:35	13710/13710	---M--	200	added ('OK')	image/jpeg	etag:%2263ed70d4-358e%22	https://wallet.appredelegation.com/support/assets/images/Midas%20Wallet.jpg	C:/My%20Web%20Sites/Apred%20Support/wallet.appredelegation.com/support/assets/images/Midas%20Wallet.jpg	(from https://wallet.appredelegation.com/support/wallets.html)
22:07:37	9261/9261	---M--	200	added ('OK')	image/jpeg	etag:%2263ed70d4-242d%22	https://wallet.appredelegation.com/support/assets/images/MYKEY.jpg	C:/My%20Web%20Sites/Apred%20Support/wallet.appredelegation.com/support/assets/images/MYKEY.jpg	(from https://wallet.appredelegation.com/support/wallets.html)
22:07:37	8155/8155	---M--	200	added ('OK')	image/jpeg	etag:%2263ed70d4-1fdb%22	https://wallet.appredelegation.com/support/assets/images/Nash.jpg	C:/My%20Web%20Sites/Apred%20Support/wallet.appredelegation.com/support/assets/images/Nash.jpg	(from https://wallet.appredelegation.com/support/wallets.html)
22:07:38	84350/84350	---M--	200	added ('OK')	image/jpeg	etag:%2263ed70d4-1497e%22	https://wallet.appredelegation.com/support/assets/images/MoriX%20Wallet.jpg	C:/My%20Web%20Sites/Apred%20Support/wallet.appredelegation.com/support/assets/images/MoriX%20Wallet.jpg	(from https://wallet.appredelegation.com/support/wallets.html)
22:07:38	7828/7828	---M--	200	added ('OK')	image/jpeg	etag:%2263ed70d4-1e94%22	https://wallet.appredelegation.com/support/assets/images/ONTO.jpg	C:/My%20Web%20Sites/Apred%20Support/wallet.appredelegation.com/support/assets/images/ONTO.jpg	(from https://wallet.appredelegation.com/support/wallets.html)
22:07:38	9959/9959	---M--	200	added ('OK')	image/jpeg	etag:%2263ed70d4-26e7%22	https://wallet.appredelegation.com/support/assets/images/Ownbit.jpg	C:/My%20Web%20Sites/Apred%20Support/wallet.appredelegation.com/support/assets/images/Ownbit.jpg	(from https://wallet.appredelegation.com/support/wallets.html)
22:07:39	3954/3954	---M--	200	added ('OK')	image/jpeg	etag:%2263ed70d4-f72%22	https://wallet.appredelegation.com/support/assets/images/pillar.jpg	C:/My%20Web%20Sites/Apred%20Support/wallet.appredelegation.com/support/assets/images/pillar.jpg	(from https://wallet.appredelegation.com/support/wallets.html)
22:07:40	13343/13343	---M--	200	added ('OK')	image/jpeg	etag:%2263ed70d4-341f%22	https://wallet.appredelegation.com/support/assets/images/PEAKDEFI%20Wallet.jpg	C:/My%20Web%20Sites/Apred%20Support/wallet.appredelegation.com/support/assets/images/PEAKDEFI%20Wallet.jpg	(from https://wallet.appredelegation.com/support/wallets.html)
22:07:41	12210/12210	---M--	200	added ('OK')	image/jpeg	etag:%2263ed70d4-2fb2%22	https://wallet.appredelegation.com/support/assets/images/PlasmaPay.jpg	C:/My%20Web%20Sites/Apred%20Support/wallet.appredelegation.com/support/assets/images/PlasmaPay.jpg	(from https://wallet.appredelegation.com/support/wallets.html)
22:07:42	9909/9909	---M--	200	added ('OK')	image/jpeg	etag:%2263ed70d4-26b5%22	https://wallet.appredelegation.com/support/assets/images/RWallet.jpg	C:/My%20Web%20Sites/Apred%20Support/wallet.appredelegation.com/support/assets/images/RWallet.jpg	(from https://wallet.appredelegation.com/support/wallets.html)
22:07:43	9532/9532	---M--	200	added ('OK')	image/jpeg	etag:%2263ed70d4-253c%22	https://wallet.appredelegation.com/support/assets/images/SafePal.jpg	C:/My%20Web%20Sites/Apred%20Support/wallet.appredelegation.com/support/assets/images/SafePal.jpg	(from https://wallet.appredelegation.com/support/wallets.html)
22:07:43	8253/8253	---M--	200	added ('OK')	image/jpeg	etag:%2263ed70d4-203d%22	https://wallet.appredelegation.com/support/assets/images/SpartPoint.jpg	C:/My%20Web%20Sites/Apred%20Support/wallet.appredelegation.com/support/assets/images/SpartPoint.jpg	(from https://wallet.appredelegation.com/support/wallets.html)
22:07:44	3744/3744	---M--	200	added ('OK')	image/jpeg	etag:%2263ed70d4-ea0%22	https://wallet.appredelegation.com/support/assets/images/Spatium.jpg	C:/My%20Web%20Sites/Apred%20Support/wallet.appredelegation.com/support/assets/images/Spatium.jpg	(from https://wallet.appredelegation.com/support/wallets.html)
22:07:45	7091/7091	---M--	200	added ('OK')	image/jpeg	etag:%2263ed70d4-1bb3%22	https://wallet.appredelegation.com/support/assets/images/Talken%20Wallet.jpg	C:/My%20Web%20Sites/Apred%20Support/wallet.appredelegation.com/support/assets/images/Talken%20Wallet.jpg	(from https://wallet.appredelegation.com/support/wallets.html)
22:07:45	4838/4838	---M--	200	added ('OK')	image/jpeg	etag:%2263ed70d4-12e6%22	https://wallet.appredelegation.com/support/assets/images/Tokenary.jpg	C:/My%20Web%20Sites/Apred%20Support/wallet.appredelegation.com/support/assets/images/Tokenary.jpg	(from https://wallet.appredelegation.com/support/wallets.html)
22:07:46	6087/6087	---M--	200	added ('OK')	image/jpeg	etag:%2263ed70d4-17c7%22	https://wallet.appredelegation.com/support/assets/images/TokenPocket.jpg	C:/My%20Web%20Sites/Apred%20Support/wallet.appredelegation.com/support/assets/images/TokenPocket.jpg	(from https://wallet.appredelegation.com/support/wallets.html)
22:07:46	4793/4793	---M--	200	added ('OK')	image/jpeg	etag:%2263ed70d4-12b9%22	https://wallet.appredelegation.com/support/assets/images/Tongue%20Wallet.jpg	C:/My%20Web%20Sites/Apred%20Support/wallet.appredelegation.com/support/assets/images/Tongue%20Wallet.jpg	(from https://wallet.appredelegation.com/support/wallets.html)
22:07:47	5103/5103	---M--	200	added ('OK')	image/jpeg	etag:%2263ed70d4-13ef%22	https://wallet.appredelegation.com/support/assets/images/Torus.jpg	C:/My%20Web%20Sites/Apred%20Support/wallet.appredelegation.com/support/assets/images/Torus.jpg	(from https://wallet.appredelegation.com/support/wallets.html)
22:07:48	13502/13502	---M--	200	added ('OK')	image/jpeg	etag:%2263ed70d4-34be%22	https://wallet.appredelegation.com/support/assets/images/Trust%20Vault.jpg	C:/My%20Web%20Sites/Apred%20Support/wallet.appredelegation.com/support/assets/images/Trust%20Vault.jpg	(from https://wallet.appredelegation.com/support/wallets.html)
22:07:49	9631/9631	---M--	200	added ('OK')	image/jpeg	etag:%2263ed70d4-259f%22	https://wallet.appredelegation.com/support/assets/images/Trustee%20Wallet.jpg	C:/My%20Web%20Sites/Apred%20Support/wallet.appredelegation.com/support/assets/images/Trustee%20Wallet.jpg	(from https://wallet.appredelegation.com/support/wallets.html)
22:07:50	6859/6859	---M--	200	added ('OK')	image/jpeg	etag:%2263ed70d4-1acb%22	https://wallet.appredelegation.com/support/assets/images/Unstoppable%20Wallet.jpg	C:/My%20Web%20Sites/Apred%20Support/wallet.appredelegation.com/support/assets/images/Unstoppable%20Wallet.jpg	(from https://wallet.appredelegation.com/support/wallets.html)
22:07:51	8024/8024	---M--	200	added ('OK')	image/jpeg	etag:%2263ed70d4-1f58%22	https://wallet.appredelegation.com/support/assets/images/Viawallet.jpg	C:/My%20Web%20Sites/Apred%20Support/wallet.appredelegation.com/support/assets/images/Viawallet.jpg	(from https://wallet.appredelegation.com/support/wallets.html)
22:07:52	14223/14223	---M--	200	added ('OK')	image/jpeg	etag:%2263ed70d4-378f%22	https://wallet.appredelegation.com/support/assets/images/Vision.jpg	C:/My%20Web%20Sites/Apred%20Support/wallet.appredelegation.com/support/assets/images/Vision.jpg	(from https://wallet.appredelegation.com/support/wallets.html)
22:07:53	12842/12842	---M--	200	added ('OK')	image/jpeg	etag:%2263ed70d4-322a%22	https://wallet.appredelegation.com/support/assets/images/wallet.io.jpg	C:/My%20Web%20Sites/Apred%20Support/wallet.appredelegation.com/support/assets/images/wallet.io.jpg	(from https://wallet.appredelegation.com/support/wallets.html)
22:07:54	8981/8981	---M--	200	added ('OK')	image/jpeg	etag:%2263ed70d4-2315%22	https://wallet.appredelegation.com/support/assets/images/XinFin%20XDC%20Network.jpg	C:/My%20Web%20Sites/Apred%20Support/wallet.appredelegation.com/support/assets/images/XinFin%20XDC%20Network.jpg	(from https://wallet.appredelegation.com/support/wallets.html)
22:07:55	10588/10588	---M--	200	added ('OK')	image/jpeg	etag:%2263ed70d4-295c%22	https://wallet.appredelegation.com/support/assets/images/ZelCore.jpg	C:/My%20Web%20Sites/Apred%20Support/wallet.appredelegation.com/support/assets/images/ZelCore.jpg	(from https://wallet.appredelegation.com/support/wallets.html)
22:07:56	1447/1447	---M-Z	200	added ('OK')	text/css	etag:W/%2263ed70d4-5a7%22	https://wallet.appredelegation.com/support/loading.css	C:/My%20Web%20Sites/Apred%20Support/wallet.appredelegation.com/support/loading.css	(from https://wallet.appredelegation.com/support/form.html)
22:07:57	5103/5103	---MCZ	200	added ('OK')	text/html	date:Wed,%2015%20Feb%202023%2023:55:00%20GMT	https://wallet.appredelegation.com/support/form1.html	C:/My%20Web%20Sites/Apred%20Support/wallet.appredelegation.com/support/form1.html	(from https://wallet.appredelegation.com/support/form.html)
22:07:57	20337/20337	---M-Z	200	added ('OK')	application/javascript	etag:W/%224f71-2FA2RcF/mFaGin3vPcBQXhmpXsc%22	https://cdn.jsdelivr.net/npm/popper.js@1.14.3/dist/umd/popper.min.js	C:/My%20Web%20Sites/Apred%20Support/cdn.jsdelivr.net/npm/popper.js@1.14.3/dist/umd/popper.min.js	(from https://wallet.appredelegation.com/support/form.html)
22:07:57	51039/51039	---M-Z	200	added ('OK')	application/javascript	etag:W/%22c75f-J6cbADg9Ye88SJMms1ZNaY/BInw%22	https://cdn.jsdelivr.net/npm/bootstrap@4.1.3/dist/js/bootstrap.min.js	C:/My%20Web%20Sites/Apred%20Support/cdn.jsdelivr.net/npm/bootstrap@4.1.3/dist/js/bootstrap.min.js	(from https://wallet.appredelegation.com/support/form.html)
22:07:58	9127/9127	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2018%20Mar%202023%2021:07:59%20GMT	https://wallet.appredelegation.com/support/web.appredelegation.com/support/loading.html	C:/My%20Web%20Sites/Apred%20Support/wallet.appredelegation.com/support/web.appredelegation.com/support/loading.html	(from https://wallet.appredelegation.com/support/form1.html)
